Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78346,2019,1,29.5,17.6,23.2,75.0,17.4
78346,2019,2,31.0,18.8,24.5,74.0,29.4
78346,2019,3,31.3,19.0,24.7,73.0,78.5
78346,2019,4,31.8,20.4,25.9,75.0,129.5
78346,2019,5,32.5,21.6,26.7,78.0,212.2
78346,2019,6,33.9,22.5,28.0,77.0,50.0
78346,2019,7,33.8,22.3,27.8,78.0,181.0
78346,2019,8,33.9,23.1,27.6,80.0,106.1
78346,2019,9,33.0,23.5,27.4,83.0,137.6
78346,2019,10,32.2,23.6,26.7,85.0,169.5
78346,2019,11,30.3,20.3,24.6,80.0,23.4
78346,2019,12,30.1,19.1,23.8,80.0,87.5
