Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78368,2004,1,30.5,17.9,23.2,70.0,18.1
78368,2004,2,32.6,18.2,24.4,66.0,20.5
78368,2004,3,32.8,19.7,25.2,60.0,4.6
78368,2004,4,33.4,20.2,25.6,63.0,63.2
78368,2004,5,32.8,21.8,26.6,67.0,57.4
78368,2004,6,34.4,22.9,27.8,69.0,69.4
78368,2004,7,35.0,23.1,27.9,68.0,58.6
78368,2004,8,34.0,22.8,27.5,72.0,206.8
78368,2004,9,33.3,23.2,27.2,74.0,53.7
78368,2004,10,33.1,22.2,26.6,71.0,125.6
78368,2004,11,31.5,19.4,24.7,68.0,5.6
78368,2004,12,30.6,20.0,24.5,68.0,4.1
