Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78351,2014,1,29.7,18.4,23.5,80.0,74.2
78351,2014,2,29.7,19.6,24.4,82.0,130.4
78351,2014,3,30.4,18.3,24.3,78.0,63.5
78351,2014,4,31.1,20.5,25.8,79.0,27.7
78351,2014,5,31.6,21.2,26.1,79.0,129.3
78351,2014,6,32.3,21.7,26.5,83.0,97.5
78351,2014,7,33.3,22.4,27.5,80.0,61.7
78351,2014,8,33.3,22.5,27.4,81.0,138.5
78351,2014,9,32.6,23.0,26.5,82.0,162.8
78351,2014,10,31.6,21.3,25.9,83.0,363.3
78351,2014,11,30.6,19.0,24.2,82.0,2.3
78351,2014,12,29.9,17.4,23.0,77.0,2.0
