Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78344,1990,1,29.2,18.4,23.1,79.0,68.2
78344,1990,2,28.9,18.2,23.1,74.0,13.0
78344,1990,3,29.9,18.4,23.4,73.0,10.6
78344,1990,4,31.2,19.2,24.3,71.0,51.1
78344,1990,5,31.4,21.8,25.9,76.0,357.2
78344,1990,6,32.6,22.5,26.6,76.0,110.6
78344,1990,7,33.0,22.6,26.7,78.0,72.6
78344,1990,8,33.5,22.7,26.9,78.0,135.7
78344,1990,9,32.8,22.7,26.2,82.0,237.9
78344,1990,10,31.3,21.7,25.4,81.0,66.2
78344,1990,11,28.8,19.8,23.3,81.0,131.2
78344,1990,12,28.2,18.5,22.4,79.0,17.5
