Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78377,1996,1,29.9,16.3,22.4,79.0,38.1
78377,1996,2,30.0,16.8,22.9,77.0,85.5
78377,1996,3,31.1,17.4,23.5,75.0,12.5
78377,1996,4,33.5,18.9,25.3,76.0,32.0
78377,1996,5,33.0,20.9,25.8,79.0,232.0
78377,1996,6,33.4,21.4,26.1,82.0,289.2
78377,1996,7,33.6,21.6,26.5,81.0,120.7
78377,1996,8,34.0,22.0,26.8,80.0,144.5
78377,1996,9,33.2,21.5,26.1,81.0,104.4
78377,1996,10,31.7,21.4,25.6,83.0,182.8
78377,1996,11,30.0,20.6,24.4,84.0,70.3
78377,1996,12,29.3,15.8,21.7,78.0,7.4
