Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78371,2005,1,23.3,13.8,17.9,83.0,48.1
78371,2005,2,23.7,12.5,17.6,78.0,11.5
78371,2005,3,27.1,15.5,20.8,77.0,28.5
78371,2005,4,26.7,16.2,21.0,78.0,89.6
78371,2005,5,28.0,17.4,22.3,82.0,328.9
78371,2005,6,27.7,18.7,23.1,84.0,265.5
78371,2005,7,28.6,18.9,23.6,82.0,537.9
78371,2005,8,28.7,18.5,23.3,83.0,356.1
78371,2005,9,29.0,18.4,23.3,84.0,180.0
78371,2005,10,26.5,19.1,22.4,90.0,594.5
78371,2005,11,25.8,16.8,21.2,83.0,75.8
78371,2005,12,25.1,14.2,19.6,82.0,32.0
