Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78365,2011,1,26.7,22.1,24.4,81.0,15.4
78365,2011,2,26.9,22.9,24.9,78.0,5.7
78365,2011,3,27.2,22.5,24.8,75.0,27.0
78365,2011,4,29.0,24.4,26.4,79.0,8.4
78365,2011,5,29.5,24.0,26.8,81.0,100.6
78365,2011,6,30.3,25.5,27.8,85.0,41.3
78365,2011,7,30.9,25.8,28.6,81.0,85.1
78365,2011,8,31.8,25.9,29.0,80.0,83.4
78365,2011,9,31.7,25.8,29.0,79.0,113.1
78365,2011,10,30.5,24.3,27.8,81.0,136.2
78365,2011,11,28.9,23.6,26.9,76.0,92.2
78365,2011,12,27.4,23.3,25.8,77.0,108.1
