Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78320,2017,1,27.5,16.7,22.0,78.0,38.2
78320,2017,2,29.1,17.1,22.9,78.0,38.9
78320,2017,3,29.0,17.1,22.9,69.0,0.0
78320,2017,4,30.7,20.1,25.0,73.0,51.6
78320,2017,5,31.2,21.5,26.4,75.0,210.4
78320,2017,6,32.0,23.4,27.3,79.0,204.3
78320,2017,7,33.5,22.8,27.1,81.0,235.5
78320,2017,8,33.1,23.6,27.6,80.0,269.0
78320,2017,9,32.0,23.1,26.8,83.0,210.2
78320,2017,10,30.3,21.6,25.3,83.0,230.9
78320,2017,11,28.9,19.0,23.5,80.0,53.1
78320,2017,12,27.9,16.7,21.9,79.0,10.4
