Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78355,2001,1,25.9,15.5,20.2,76.0,16.4
78355,2001,2,29.1,19.7,23.5,77.0,27.4
78355,2001,3,30.4,18.9,23.8,72.0,53.4
78355,2001,4,31.0,20.1,24.7,73.0,69.7
78355,2001,5,30.4,21.2,24.8,80.0,131.2
78355,2001,6,32.5,22.5,26.7,76.0,119.7
78355,2001,7,32.8,23.0,26.7,78.0,219.5
78355,2001,8,33.3,23.3,27.3,79.0,139.7
78355,2001,9,32.4,22.6,26.2,79.0,236.9
78355,2001,10,30.6,22.9,25.7,84.0,214.7
78355,2001,11,27.6,19.7,22.8,81.0,80.5
78355,2001,12,28.1,20.6,23.5,84.0,13.0
