Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78323,1993,1,29.4,15.1,21.9,78.0,52.9
78323,1993,2,28.1,12.0,20.0,75.0,17.1
78323,1993,3,,,,,
78323,1993,4,30.4,15.6,,,40.3
78323,1993,5,31.8,18.6,24.7,75.0,138.4
78323,1993,6,32.9,21.6,26.5,81.0,271.4
78323,1993,7,34.1,20.9,26.8,79.0,106.3
78323,1993,8,35.3,20.0,27.1,76.0,72.4
78323,1993,9,33.9,19.8,26.3,81.0,281.3
78323,1993,10,32.5,20.7,25.6,83.0,216.9
78323,1993,11,30.1,18.3,23.9,81.0,17.5
78323,1993,12,28.2,14.6,21.1,79.0,6.6
