Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78343,2012,1,27.0,15.7,20.6,82.0,1.9
78343,2012,2,29.0,17.4,22.4,80.0,10.3
78343,2012,3,29.8,18.0,23.0,76.0,48.6
78343,2012,4,30.5,18.6,23.6,72.0,130.6
78343,2012,5,30.5,21.1,24.8,81.0,242.5
78343,2012,6,31.1,22.5,26.0,83.0,243.5
78343,2012,7,31.6,22.2,26.1,83.0,137.1
78343,2012,8,32.3,22.6,26.2,84.0,204.1
78343,2012,9,32.1,22.3,26.0,83.0,119.1
78343,2012,10,29.4,21.0,24.4,86.0,352.6
78343,2012,11,26.3,16.5,20.9,80.0,64.8
78343,2012,12,27.4,17.4,22.0,83.0,16.9
