Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78330,2015,1,28.7,16.4,21.7,80.0,8.0
78330,2015,2,28.7,14.1,20.6,75.0,14.6
78330,2015,3,32.5,18.4,24.5,72.0,23.7
78330,2015,4,33.8,20.7,26.0,74.0,238.1
78330,2015,5,32.3,20.9,25.7,76.0,57.2
78330,2015,6,33.3,22.4,26.6,81.0,231.3
78330,2015,7,34.8,22.7,27.4,78.0,203.3
78330,2015,8,34.7,22.8,27.2,80.0,177.2
78330,2015,9,34.1,23.2,27.2,83.0,236.3
78330,2015,10,32.6,22.0,26.0,83.0,196.0
78330,2015,11,31.5,21.3,25.5,83.0,47.8
78330,2015,12,30.9,20.9,25.0,84.0,86.6
