Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78310,2013,1,28.0,19.9,23.9,80.0,1.8
78310,2013,2,27.9,20.8,24.3,78.0,17.2
78310,2013,3,26.5,19.6,22.9,72.0,48.4
78310,2013,4,30.1,23.2,26.3,82.0,12.4
78310,2013,5,30.7,23.4,26.7,75.0,41.9
78310,2013,6,30.6,23.9,26.9,87.0,542.6
78310,2013,7,30.8,24.2,27.3,83.0,144.3
78310,2013,8,31.3,24.2,27.3,85.0,344.2
78310,2013,9,30.4,24.2,26.7,89.0,325.6
78310,2013,10,30.3,23.8,26.7,82.0,137.7
78310,2013,11,28.8,23.0,25.5,83.0,144.5
78310,2013,12,28.4,22.1,24.8,86.0,51.7
