Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78344,2014,1,28.1,17.8,22.3,76.0,55.9
78344,2014,2,29.9,19.9,24.2,77.0,85.4
78344,2014,3,30.2,19.4,24.1,72.0,42.9
78344,2014,4,31.5,20.4,25.3,71.0,100.2
78344,2014,5,31.6,21.9,25.9,76.0,84.9
78344,2014,6,32.8,22.6,26.5,78.0,89.9
78344,2014,7,33.9,23.1,27.5,77.0,106.8
78344,2014,8,33.6,23.4,27.4,79.0,175.3
78344,2014,9,32.5,23.0,26.7,81.0,139.1
78344,2014,10,31.7,22.1,26.0,79.0,165.1
78344,2014,11,29.4,19.3,23.5,79.0,19.3
78344,2014,12,28.4,17.5,22.2,76.0,2.2
