Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78333,2009,1,26.7,16.3,21.3,78.0,3.1
78333,2009,2,26.5,14.2,20.3,73.0,5.8
78333,2009,3,27.0,16.5,22.0,73.0,29.9
78333,2009,4,29.4,19.6,24.5,76.0,28.5
78333,2009,5,32.0,19.6,25.2,71.0,183.9
78333,2009,6,30.6,22.6,26.6,83.0,152.6
78333,2009,7,31.8,23.7,27.5,81.0,87.3
78333,2009,8,32.9,22.6,27.5,80.0,73.5
78333,2009,9,31.7,22.3,26.9,84.0,223.6
78333,2009,10,30.3,22.4,26.3,83.0,86.3
78333,2009,11,28.6,19.7,23.9,81.0,57.6
78333,2009,12,27.8,19.4,23.7,83.0,50.1
