Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78321,2017,1,27.4,18.3,22.4,76.0,69.6
78321,2017,2,28.7,18.8,23.4,76.0,16.9
78321,2017,3,28.4,19.5,23.4,67.0,14.6
78321,2017,4,30.3,21.8,25.4,71.0,86.9
78321,2017,5,31.2,22.9,26.6,74.0,56.9
78321,2017,6,31.5,24.1,27.2,80.0,172.1
78321,2017,7,32.0,24.0,27.6,80.0,209.9
78321,2017,8,32.3,24.2,27.7,80.0,118.3
78321,2017,9,31.0,24.0,26.9,84.0,404.4
78321,2017,10,29.4,23.3,25.8,82.0,187.0
78321,2017,11,27.8,21.3,24.1,80.0,68.5
78321,2017,12,26.7,19.2,22.5,79.0,16.3
