Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78343,2014,1,27.6,17.2,21.6,81.0,35.8
78343,2014,2,29.5,19.1,23.2,81.0,60.4
78343,2014,3,30.0,18.4,23.2,76.0,20.5
78343,2014,4,31.7,19.8,24.7,74.0,55.3
78343,2014,5,30.7,21.1,24.9,81.0,135.4
78343,2014,6,31.8,22.2,25.8,82.0,151.6
78343,2014,7,33.7,22.8,27.2,79.0,61.5
78343,2014,8,33.1,22.8,26.8,81.0,365.2
78343,2014,9,32.0,22.5,26.0,85.0,300.0
78343,2014,10,30.4,21.2,24.8,85.0,114.5
78343,2014,11,28.3,18.9,22.8,83.0,21.4
78343,2014,12,27.1,16.4,21.0,82.0,9.1
