Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78368,1994,1,30.8,19.4,24.4,74.0,8.5
78368,1994,2,31.9,18.9,24.6,70.0,25.8
78368,1994,3,31.6,19.7,24.9,71.0,22.1
78368,1994,4,31.7,20.9,25.5,70.0,161.4
78368,1994,5,30.8,22.1,25.7,82.0,389.4
78368,1994,6,33.2,22.4,27.2,74.0,6.6
78368,1994,7,33.8,22.4,27.3,70.0,36.6
78368,1994,8,34.5,22.7,27.6,71.0,39.6
78368,1994,9,33.7,22.4,26.8,75.0,64.9
78368,1994,10,33.2,21.9,26.4,76.0,70.2
78368,1994,11,31.2,21.8,25.5,81.0,456.2
78368,1994,12,30.0,19.6,23.9,76.0,103.3
