Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78346,2021,1,28.9,17.9,22.6,77.0,1.1
78346,2021,2,31.0,18.7,24.1,74.0,1.6
78346,2021,3,31.4,19.3,24.5,71.0,34.5
78346,2021,4,32.5,20.0,25.6,69.0,36.9
78346,2021,5,32.8,22.0,26.4,75.0,227.2
78346,2021,6,32.3,22.6,26.3,82.0,239.9
78346,2021,7,32.6,23.0,27.1,81.0,118.6
78346,2021,8,32.7,23.2,27.1,82.0,166.6
78346,2021,9,33.0,22.4,26.5,82.0,69.6
78346,2021,10,31.4,22.1,26.0,85.0,87.3
78346,2021,11,29.5,20.3,24.2,81.0,20.5
78346,2021,12,29.8,19.6,23.9,80.0,24.5
