Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78321,2009,1,26.1,17.0,21.4,75.0,17.8
78321,2009,2,25.7,17.5,21.3,70.0,21.2
78321,2009,3,27.5,18.5,22.7,71.0,51.6
78321,2009,4,30.7,20.2,25.0,69.0,32.5
78321,2009,5,31.8,21.9,26.2,76.0,165.4
78321,2009,6,32.2,23.3,27.0,80.0,145.2
78321,2009,7,33.4,24.3,28.4,77.0,96.2
78321,2009,8,33.1,24.0,27.9,80.0,189.0
78321,2009,9,32.5,23.8,27.1,84.0,169.9
78321,2009,10,31.8,22.9,26.5,81.0,166.2
78321,2009,11,28.6,20.6,24.1,81.0,222.0
78321,2009,12,28.6,20.3,23.6,83.0,40.3
