Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78333,2016,1,27.0,18.2,22.8,79.0,92.8
78333,2016,2,27.2,16.2,21.8,71.0,0.0
78333,2016,3,28.9,19.1,24.2,75.0,13.6
78333,2016,4,29.8,19.7,25.1,69.0,33.8
78333,2016,5,30.7,21.0,26.2,73.0,60.2
78333,2016,6,31.6,23.1,27.4,78.0,92.7
78333,2016,7,32.6,23.1,27.7,76.0,25.8
78333,2016,8,32.3,23.3,27.7,78.0,298.4
78333,2016,9,31.3,23.2,27.3,81.0,143.7
78333,2016,10,30.5,21.8,25.8,81.0,159.0
78333,2016,11,29.3,18.2,23.2,75.0,3.2
78333,2016,12,29.8,20.0,24.6,78.0,0.0
