Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78357,2012,1,28.3,19.4,23.2,75.0,24.9
78357,2012,2,30.3,19.8,24.1,73.0,0.3
78357,2012,3,31.4,19.7,24.6,68.0,0.9
78357,2012,4,30.9,20.8,24.7,71.0,150.5
78357,2012,5,31.4,21.9,25.7,78.0,117.0
78357,2012,6,32.8,23.1,27.0,76.0,161.3
78357,2012,7,32.5,23.3,27.0,79.0,153.9
78357,2012,8,32.9,23.4,27.1,79.0,105.1
78357,2012,9,33.4,23.4,27.2,78.0,87.1
78357,2012,10,31.1,22.6,25.9,81.0,134.1
78357,2012,11,28.4,20.6,23.7,78.0,9.1
78357,2012,12,28.8,20.1,23.6,80.0,66.5
