Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78323,2020,1,28.7,16.3,22.2,75.0,10.7
78323,2020,2,29.6,17.8,23.2,74.0,11.2
78323,2020,3,30.6,17.3,23.9,67.0,35.0
78323,2020,4,33.2,21.2,26.9,71.0,68.9
78323,2020,5,31.3,21.3,25.8,77.0,265.7
78323,2020,6,32.3,22.8,26.8,83.0,269.9
78323,2020,7,32.4,22.7,26.8,83.0,306.8
78323,2020,8,33.3,23.1,27.4,80.0,191.3
78323,2020,9,32.2,22.8,26.6,83.0,171.6
78323,2020,10,31.1,22.5,26.1,84.0,269.5
78323,2020,11,29.2,20.5,24.3,83.0,38.6
78323,2020,12,27.0,15.7,21.1,78.0,14.1
