Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78346,1997,1,28.0,17.0,22.7,79.0,41.6
78346,1997,2,31.1,18.7,24.8,72.0,5.9
78346,1997,3,31.5,19.0,25.3,74.0,59.6
78346,1997,4,31.4,19.6,25.9,69.0,2.0
78346,1997,5,33.7,21.6,27.4,75.0,128.8
78346,1997,6,31.6,23.0,27.3,82.0,71.8
78346,1997,7,33.8,23.5,27.8,79.0,122.5
78346,1997,8,33.2,23.4,27.6,78.0,110.6
78346,1997,9,32.7,23.3,27.1,82.0,38.9
78346,1997,10,31.3,22.1,25.7,82.0,56.4
78346,1997,11,30.5,22.2,26.3,79.0,87.4
78346,1997,12,28.9,19.1,24.2,80.0,11.2
