Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78351,1997,1,28.9,16.6,22.2,79.0,1.8
78351,1997,2,30.4,18.9,24.0,78.0,114.8
78351,1997,3,30.7,19.4,24.8,74.0,2.4
78351,1997,4,31.3,20.0,25.4,70.0,11.4
78351,1997,5,32.5,22.4,27.0,75.0,160.1
78351,1997,6,31.6,23.4,27.0,82.0,258.1
78351,1997,7,33.0,23.2,27.3,80.0,138.7
78351,1997,8,32.7,23.3,27.4,80.0,121.5
78351,1997,9,32.6,23.2,27.3,82.0,106.9
78351,1997,10,31.4,21.3,25.5,83.0,106.3
78351,1997,11,31.4,21.5,25.5,83.0,57.3
78351,1997,12,29.8,19.1,24.0,80.0,70.5
