Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78364,2020,1,30.9,21.8,25.6,67.0,0.9
78364,2020,2,31.8,22.3,26.3,67.0,4.2
78364,2020,3,31.4,21.7,25.9,64.0,21.3
78364,2020,4,32.8,24.4,28.2,68.0,9.7
78364,2020,5,32.5,24.9,28.2,73.0,215.2
78364,2020,6,33.5,25.7,29.0,69.0,74.0
78364,2020,7,34.0,25.4,28.9,70.0,121.6
78364,2020,8,34.1,25.7,29.4,69.0,185.7
78364,2020,9,34.0,25.2,28.9,71.0,81.3
78364,2020,10,33.0,24.8,28.1,74.0,196.9
78364,2020,11,31.4,23.7,26.5,76.0,258.8
78364,2020,12,30.7,22.0,25.5,71.0,56.7
