Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78377,2006,1,29.9,16.4,22.3,77.0,72.6
78377,2006,2,30.0,17.3,22.7,78.0,48.2
78377,2006,3,32.5,16.4,23.6,69.0,0.0
78377,2006,4,33.1,19.0,24.9,73.0,109.8
78377,2006,5,33.8,20.3,26.0,76.0,117.5
78377,2006,6,32.6,22.1,26.1,84.0,236.3
78377,2006,7,33.9,22.0,26.6,81.0,85.2
78377,2006,8,34.1,22.1,26.6,83.0,108.6
78377,2006,9,33.7,22.0,26.2,86.0,144.9
78377,2006,10,32.9,21.7,25.9,86.0,86.8
78377,2006,11,30.2,20.4,24.3,86.0,48.7
78377,2006,12,30.8,19.9,24.4,84.0,34.9
