Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78328,2012,1,25.6,20.5,22.8,74.0,2.3
78328,2012,2,27.2,21.8,24.1,75.0,21.2
78328,2012,3,28.0,22.4,24.8,71.0,15.9
78328,2012,4,28.5,22.5,25.2,68.0,205.7
78328,2012,5,29.7,24.3,26.6,76.0,41.9
78328,2012,6,30.7,25.0,27.5,80.0,399.7
78328,2012,7,31.3,25.9,28.3,79.0,93.2
78328,2012,8,31.5,25.6,28.4,79.0,179.5
78328,2012,9,31.3,25.4,28.0,79.0,94.7
78328,2012,10,29.8,24.9,27.0,76.0,185.2
78328,2012,11,25.6,21.6,23.6,70.0,42.2
78328,2012,12,26.2,21.6,23.8,79.0,40.5
