Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78349,2009,1,28.2,19.2,20.9,76.0,15.9
78349,2009,2,27.3,15.2,20.3,71.0,15.9
78349,2009,3,28.8,16.3,21.7,70.0,13.1
78349,2009,4,31.6,20.0,24.4,69.0,20.1
78349,2009,5,32.2,21.0,25.2,77.0,200.0
78349,2009,6,31.6,22.1,26.5,81.0,193.8
78349,2009,7,33.3,23.3,28.1,78.0,59.0
78349,2009,8,32.8,22.8,27.9,76.0,93.3
78349,2009,9,32.1,22.3,26.8,80.0,105.6
78349,2009,10,31.0,22.1,26.2,79.0,17.3
78349,2009,11,29.1,19.4,23.5,81.0,119.0
78349,2009,12,29.6,19.1,23.2,82.0,79.2
