Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78357,1990,1,30.6,20.4,24.2,77.0,22.2
78357,1990,2,30.7,19.8,23.9,75.0,61.9
78357,1990,3,31.0,20.0,24.1,75.0,19.5
78357,1990,4,31.0,20.6,24.6,73.0,98.9
78357,1990,5,33.6,22.0,26.4,73.0,90.3
78357,1990,6,32.9,22.5,26.4,79.0,208.6
78357,1990,7,33.2,22.9,26.7,79.0,96.7
78357,1990,8,33.7,22.6,26.8,82.0,183.1
78357,1990,9,33.4,22.8,26.4,82.0,80.5
78357,1990,10,30.9,22.5,25.5,84.0,305.0
78357,1990,11,29.4,21.4,24.4,82.0,82.5
78357,1990,12,28.5,20.2,23.2,80.0,9.1
