Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78310,1999,1,26.7,19.5,22.7,77.0,106.0
78310,1999,2,27.0,18.3,22.6,73.0,3.5
78310,1999,3,29.4,19.4,23.4,74.0,18.4
78310,1999,4,31.4,22.3,25.9,74.0,11.0
78310,1999,5,30.9,23.1,26.7,76.0,88.8
78310,1999,6,30.3,23.6,26.7,83.0,223.9
78310,1999,7,31.1,23.8,27.3,81.0,136.2
78310,1999,8,31.2,24.7,27.8,80.0,95.3
78310,1999,9,30.8,24.7,27.5,82.0,129.8
78310,1999,10,29.4,23.8,26.4,80.0,148.2
78310,1999,11,27.3,21.6,24.6,72.0,12.5
78310,1999,12,26.8,19.9,23.1,73.0,54.0
