Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78320,1994,1,27.8,16.8,22.0,75.0,46.8
78320,1994,2,30.5,18.3,23.7,75.0,37.6
78320,1994,3,30.5,17.0,23.1,72.0,93.3
78320,1994,4,32.3,20.1,25.3,71.0,115.1
78320,1994,5,31.9,21.1,25.7,76.0,190.4
78320,1994,6,33.5,22.7,27.1,77.0,137.8
78320,1994,7,32.9,22.7,27.0,77.0,185.8
78320,1994,8,33.2,22.8,26.8,80.0,203.8
78320,1994,9,31.8,22.5,26.2,82.0,425.4
78320,1994,10,31.4,20.6,25.2,79.0,102.5
78320,1994,11,30.0,20.2,24.6,80.0,67.6
78320,1994,12,28.6,17.0,22.3,77.0,15.6
