Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78365,2022,1,27.3,20.5,25.0,76.0,54.3
78365,2022,2,27.8,21.8,25.7,75.0,46.4
78365,2022,3,28.2,22.9,26.1,79.0,28.8
78365,2022,4,28.6,23.7,26.2,81.0,87.8
78365,2022,5,29.8,24.1,27.0,82.0,156.6
78365,2022,6,31.3,25.3,28.2,79.0,12.0
78365,2022,7,31.0,26.5,28.7,79.0,21.3
78365,2022,8,31.5,26.2,28.8,79.0,33.5
78365,2022,9,32.0,26.0,28.9,77.0,37.4
78365,2022,10,30.9,24.4,27.7,79.0,141.7
78365,2022,11,29.8,25.3,27.6,77.0,63.6
78365,2022,12,28.4,23.5,26.3,72.0,15.7
