Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78377,1991,1,28.9,19.2,24.3,70.0,1.1
78377,1991,2,28.2,15.6,22.9,66.0,4.3
78377,1991,3,29.0,18.8,25.2,64.0,20.5
78377,1991,4,31.8,20.6,26.4,68.0,133.3
78377,1991,5,32.4,20.9,25.7,80.0,268.4
78377,1991,6,32.9,21.2,26.0,83.0,220.2
78377,1991,7,34.1,21.4,26.7,81.0,179.1
78377,1991,8,34.2,21.1,26.2,82.0,209.4
78377,1991,9,34.0,20.3,25.7,82.0,297.9
78377,1991,10,32.7,20.0,25.4,84.0,158.1
78377,1991,11,31.0,19.0,24.1,85.0,70.5
78377,1991,12,30.4,16.4,22.5,78.0,9.1
