Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78310,1993,1,27.2,20.5,23.6,83.0,131.0
78310,1993,2,26.2,19.9,23.0,80.0,63.1
78310,1993,3,27.5,20.0,23.6,80.0,62.2
78310,1993,4,28.6,21.1,24.7,82.0,112.2
78310,1993,5,29.5,22.7,25.8,85.0,127.7
78310,1993,6,31.0,24.3,27.3,85.0,193.3
78310,1993,7,31.7,24.2,27.6,84.0,118.8
78310,1993,8,31.6,24.2,27.5,83.0,88.9
78310,1993,9,31.2,24.2,27.0,87.0,143.0
78310,1993,10,29.7,23.5,26.2,87.0,466.5
78310,1993,11,28.8,22.3,25.3,82.0,36.4
78310,1993,12,27.0,19.7,23.4,77.0,29.8
