Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78365,2009,1,26.8,22.5,24.5,78.0,21.8
78365,2009,2,25.9,21.8,23.8,74.0,12.3
78365,2009,3,25.9,22.2,23.9,74.0,33.0
78365,2009,4,27.6,23.0,25.2,81.0,27.3
78365,2009,5,28.7,23.5,25.9,83.0,153.5
78365,2009,6,30.7,24.5,27.5,82.0,61.0
78365,2009,7,31.4,26.6,28.9,82.0,13.4
78365,2009,8,31.4,26.9,28.7,79.0,38.7
78365,2009,9,31.8,25.9,28.6,78.0,44.6
78365,2009,10,30.4,25.4,27.8,80.0,164.3
78365,2009,11,29.1,24.1,26.7,79.0,52.6
78365,2009,12,28.4,24.1,26.2,80.0,65.3
