Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78360,2005,1,28.3,19.5,23.4,74.0,11.0
78360,2005,2,27.7,18.9,23.3,73.0,0.0
78360,2005,3,29.1,23.0,26.0,77.0,14.5
78360,2005,4,29.6,22.7,26.3,74.0,116.0
78360,2005,5,31.1,23.9,27.7,76.0,18.2
78360,2005,6,30.9,25.5,28.4,80.0,178.3
78360,2005,7,31.6,25.1,28.4,79.0,190.2
78360,2005,8,31.7,25.2,28.6,78.0,119.0
78360,2005,9,32.5,25.3,28.6,77.0,92.4
78360,2005,10,29.8,24.4,27.0,86.0,409.8
78360,2005,11,30.1,22.7,26.0,78.0,46.1
78360,2005,12,29.4,21.4,25.0,79.0,11.3
