Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78315,1993,1,27.8,18.7,22.6,79.0,103.6
78315,1993,2,27.4,16.4,21.3,74.0,12.6
78315,1993,3,27.7,18.0,22.2,74.0,173.2
78315,1993,4,29.0,19.2,23.5,75.0,200.4
78315,1993,5,30.3,21.5,25.3,76.0,155.1
78315,1993,6,31.4,23.8,27.0,79.0,108.7
78315,1993,7,33.3,23.9,27.6,76.0,59.2
78315,1993,8,33.5,23.0,27.2,76.0,178.2
78315,1993,9,31.9,23.3,26.6,80.0,52.5
78315,1993,10,30.2,22.7,25.5,85.0,259.1
78315,1993,11,29.4,20.5,24.4,77.0,8.4
78315,1993,12,28.0,17.4,21.9,76.0,8.5
