Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78323,1994,1,28.1,15.2,21.3,78.0,37.4
78323,1994,2,30.5,16.3,22.8,79.0,86.4
78323,1994,3,30.4,15.5,22.5,75.0,109.5
78323,1994,4,32.4,18.3,24.7,73.0,57.4
78323,1994,5,32.0,20.1,25.2,79.0,333.1
78323,1994,6,33.2,22.2,26.6,82.0,183.1
78323,1994,7,33.1,21.6,26.5,82.0,104.3
78323,1994,8,33.3,22.0,26.5,84.0,204.2
78323,1994,9,32.3,21.7,26.0,84.0,207.6
78323,1994,10,31.8,19.2,24.7,83.0,145.0
78323,1994,11,29.8,18.3,23.6,84.0,130.5
78323,1994,12,28.4,15.2,21.3,81.0,31.6
