Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78364,2022,1,30.7,21.3,25.3,70.0,19.1
78364,2022,2,31.3,21.9,25.6,70.0,63.5
78364,2022,3,31.9,22.5,26.4,67.0,64.8
78364,2022,4,31.2,22.6,26.0,72.0,205.2
78364,2022,5,32.2,24.1,27.4,72.0,98.5
78364,2022,6,33.1,25.0,28.3,71.0,33.0
78364,2022,7,34.0,24.8,28.5,69.0,81.4
78364,2022,8,34.4,25.1,28.7,69.0,50.6
78364,2022,9,34.2,25.0,28.6,71.0,60.0
78364,2022,10,32.7,24.1,27.3,76.0,288.5
78364,2022,11,32.8,23.4,26.9,74.0,86.6
78364,2022,12,31.6,21.3,25.6,68.0,13.3
