Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78351,2000,1,28.4,15.1,21.5,76.0,66.0
78351,2000,2,28.7,15.3,22.1,77.0,4.8
78351,2000,3,29.7,16.0,23.0,72.0,4.6
78351,2000,4,31.2,19.0,25.2,75.0,71.4
78351,2000,5,31.8,20.4,26.1,73.0,37.6
78351,2000,6,33.0,22.0,27.1,76.0,26.3
78351,2000,7,33.2,22.5,27.5,75.0,59.8
78351,2000,8,33.5,22.6,27.6,77.0,40.2
78351,2000,9,31.9,23.1,27.0,83.0,127.3
78351,2000,10,31.9,20.5,25.4,78.0,30.0
78351,2000,11,31.0,19.0,24.3,75.0,12.1
78351,2000,12,28.4,20.3,23.7,83.0,63.6
