Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78365,1995,1,27.3,21.9,24.7,74.0,43.6
78365,1995,2,26.9,22.0,24.4,73.0,31.3
78365,1995,3,27.4,22.3,24.8,75.0,149.8
78365,1995,4,28.8,23.8,26.1,75.0,28.3
78365,1995,5,29.9,24.7,27.0,79.0,107.4
78365,1995,6,30.7,25.3,28.0,80.0,300.3
78365,1995,7,31.3,25.9,28.6,76.0,142.4
78365,1995,8,31.6,25.5,28.5,77.0,159.3
78365,1995,9,31.8,25.8,28.7,76.0,60.4
78365,1995,10,30.2,25.2,27.7,78.0,119.7
78365,1995,11,29.0,24.5,26.7,78.0,280.9
78365,1995,12,27.6,23.1,25.3,77.0,136.3
