Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78365,1992,1,26.9,21.8,24.7,76.0,24.1
78365,1992,2,27.3,22.1,24.7,75.0,111.0
78365,1992,3,27.8,22.7,25.2,75.0,23.6
78365,1992,4,28.3,22.9,25.5,74.0,81.9
78365,1992,5,28.7,23.6,25.9,75.0,117.0
78365,1992,6,30.9,25.3,27.9,81.0,141.7
78365,1992,7,30.7,26.1,28.3,78.0,83.1
78365,1992,8,31.1,26.1,28.5,78.0,103.9
78365,1992,9,30.9,25.2,27.9,78.0,168.4
78365,1992,10,30.4,24.6,27.6,77.0,183.6
78365,1992,11,28.9,24.5,26.9,78.0,39.0
78365,1992,12,27.6,23.3,25.4,74.0,42.1
