Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78369,2015,1,28.6,23.1,25.7,74.0,22.0
78369,2015,2,28.2,21.3,24.8,74.0,40.1
78369,2015,3,32.4,20.7,26.0,61.0,14.6
78369,2015,4,30.0,24.0,27.1,73.0,7.0
78369,2015,5,31.1,25.3,27.9,74.0,19.7
78369,2015,6,32.0,26.5,28.8,77.0,0.5
78369,2015,7,32.3,26.5,29.1,74.0,33.6
78369,2015,8,32.6,27.1,29.5,73.0,46.5
78369,2015,9,32.2,25.9,29.1,76.0,53.9
78369,2015,10,31.2,25.0,28.0,79.0,195.6
78369,2015,11,30.4,25.2,27.8,75.0,81.0
78369,2015,12,29.5,24.4,27.0,79.0,40.8
