Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78321,2020,1,27.4,18.4,22.7,78.0,20.6
78321,2020,2,29.0,19.6,23.8,78.0,5.2
78321,2020,3,29.9,19.4,24.2,72.0,3.5
78321,2020,4,33.6,21.8,27.0,75.0,44.3
78321,2020,5,31.2,23.1,26.6,82.0,333.0
78321,2020,6,32.1,24.5,27.7,83.0,137.9
78321,2020,7,32.4,24.4,27.7,83.0,244.8
78321,2020,8,32.7,24.6,28.1,83.0,146.9
78321,2020,9,32.3,24.0,27.3,84.0,255.0
78321,2020,10,30.7,23.9,26.6,87.0,442.5
78321,2020,11,28.9,22.5,25.2,84.0,89.9
78321,2020,12,26.6,19.0,22.4,80.0,24.3
