Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78310,2009,1,26.3,18.6,22.6,78.0,24.0
78310,2009,2,26.5,17.7,22.1,73.0,18.3
78310,2009,3,28.0,19.9,23.9,71.0,6.8
78310,2009,4,29.7,22.4,26.1,73.0,27.5
78310,2009,5,30.2,23.4,27.0,75.0,137.5
78310,2009,6,30.8,24.2,27.6,79.0,195.0
78310,2009,7,31.8,24.8,28.4,79.0,125.5
78310,2009,8,31.7,24.8,28.1,81.0,210.1
78310,2009,9,31.7,25.1,28.2,81.0,181.9
78310,2009,10,31.3,24.1,27.6,76.0,27.8
78310,2009,11,28.4,21.8,25.2,74.0,289.8
78310,2009,12,28.0,21.6,24.9,76.0,85.7
