Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78369,1995,1,28.1,21.8,24.7,74.0,34.5
78369,1995,2,28.1,22.2,25.0,74.0,89.1
78369,1995,3,27.9,21.8,24.9,74.0,54.4
78369,1995,4,30.1,23.5,26.7,73.0,16.9
78369,1995,5,30.7,24.5,27.5,76.0,77.1
78369,1995,6,31.5,24.4,28.3,78.0,32.6
78369,1995,7,32.6,25.4,29.0,77.0,130.8
78369,1995,8,31.5,25.2,28.5,78.0,44.8
78369,1995,9,32.2,25.4,28.7,75.0,101.1
78369,1995,10,30.6,24.4,27.7,79.0,125.5
78369,1995,11,29.7,24.4,27.0,78.0,36.8
78369,1995,12,29.0,23.4,26.0,76.0,38.4
