Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78343,2020,1,27.6,17.6,21.9,81.0,21.8
78343,2020,2,29.0,18.3,23.0,79.0,8.3
78343,2020,3,30.2,17.9,23.4,74.0,1.2
78343,2020,4,34.4,21.3,26.7,73.0,71.2
78343,2020,5,31.3,21.8,25.5,84.0,273.1
78343,2020,6,32.4,23.0,26.9,83.0,117.2
78343,2020,7,32.6,22.9,26.7,85.0,200.6
78343,2020,8,33.8,23.4,27.6,81.0,121.9
78343,2020,9,32.4,22.9,26.4,86.0,313.7
78343,2020,10,31.4,22.8,26.0,85.0,104.7
78343,2020,11,28.0,20.9,23.8,88.0,263.0
78343,2020,12,,,21.6,83.0,25.3
