Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78339,2000,1,25.3,20.4,21.6,77.0,52.5
78339,2000,2,25.9,20.8,22.5,73.0,0.0
78339,2000,3,27.6,20.1,23.6,68.0,0.2
78339,2000,4,28.2,21.0,25.2,72.0,77.1
78339,2000,5,29.8,23.8,25.8,72.0,144.7
78339,2000,6,30.0,25.1,27.1,76.0,136.7
78339,2000,7,31.1,25.2,27.2,76.0,205.1
78339,2000,8,31.3,25.2,27.1,79.0,166.6
78339,2000,9,31.1,24.9,26.8,83.0,296.3
78339,2000,10,28.7,24.0,25.1,79.0,49.5
78339,2000,11,27.3,22.9,24.2,76.0,22.2
78339,2000,12,25.6,22.3,23.2,85.0,64.4
