Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78372,1997,1,28.5,19.0,22.8,75.0,5.3
78372,1997,2,29.9,21.1,24.4,73.0,3.1
78372,1997,3,30.6,20.9,24.7,71.0,21.4
78372,1997,4,31.6,21.1,25.4,69.0,94.8
78372,1997,5,32.8,22.9,26.9,71.0,37.5
78372,1997,6,31.9,23.8,27.0,76.0,162.8
78372,1997,7,33.0,24.0,27.6,76.0,253.0
78372,1997,8,33.6,24.0,27.5,76.0,135.6
78372,1997,9,33.0,23.7,27.2,80.0,127.5
78372,1997,10,30.9,22.4,25.5,81.0,87.2
78372,1997,11,31.6,22.7,26.1,78.0,62.3
78372,1997,12,29.5,20.8,24.3,77.0,54.0
