Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78344,1995,1,27.6,16.0,21.1,74.0,30.6
78344,1995,2,28.5,15.8,21.3,68.0,13.2
78344,1995,3,29.7,18.0,23.3,69.0,33.5
78344,1995,4,31.6,20.9,25.7,68.0,74.4
78344,1995,5,32.7,22.2,26.8,73.0,118.5
78344,1995,6,31.6,23.1,26.6,82.0,391.1
78344,1995,7,32.8,23.2,26.8,81.0,136.0
78344,1995,8,32.0,23.4,26.8,83.0,320.0
78344,1995,9,32.2,23.1,26.6,81.0,178.8
78344,1995,10,31.2,23.0,26.2,82.0,172.0
78344,1995,11,29.6,19.5,23.7,78.0,26.2
78344,1995,12,27.5,17.9,21.9,78.0,30.2
