Estación,Año,Mes,Temperatura max med,Temperatura min med,Temperatura  med,Humedad Relat,Precipitaciones,Nombres Estaciones,Latitud,Longitud,Región
78320,2009,12,28.6,18.6,23.1,79.0,57.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,1,25.5,14.7,19.9,73.0,14.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,2,25.3,14.5,19.9,75.0,265.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,3,26.8,14.5,20.6,71.0,10.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,4,30.1,19.0,24.1,72.0,118.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,5,32.0,22.0,26.6,76.0,126.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,6,33.3,23.9,28.2,77.0,140.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,7,32.9,23.4,27.5,80.0,150.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,8,33.2,23.3,27.5,82.0,192.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,9,32.7,23.0,27.0,82.0,200.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,10,30.8,20.4,25.1,78.0,37.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,11,28.7,17.8,22.8,77.0,58.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2010,12,24.4,12.3,18.2,72.0,7.1,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,1,26.5,14.7,20.4,78.0,76.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,2,28.2,16.4,21.9,74.0,0.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,3,29.2,16.7,22.7,68.0,52.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,4,32.4,20.5,26.0,69.0,10.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,5,32.5,20.8,26.1,71.0,132.1,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,6,32.6,22.9,27.2,76.0,140.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,7,33.0,23.0,27.3,78.0,243.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,8,33.3,23.2,27.4,80.0,151.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,9,32.7,22.6,27.0,80.0,108.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,10,30.1,21.2,25.0,82.0,254.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,11,29.1,17.9,23.2,77.0,15.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2011,12,28.6,17.4,22.4,76.0,10.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,1,27.3,15.5,21.0,75.0,64.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,2,28.5,18.2,22.9,75.0,11.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,3,29.8,18.9,23.7,69.0,26.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,4,30.4,20.0,24.6,67.0,92.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,5,30.7,22.6,26.0,76.0,218.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,6,31.4,23.7,27.0,78.0,367.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,7,33.0,23.3,27.1,76.0,147.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,8,32.8,24.0,27.5,77.0,234.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,9,32.3,23.1,26.8,79.0,269.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,10,30.8,21.8,25.5,78.0,179.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,11,27.7,15.6,21.4,72.0,21.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2012,12,28.3,17.4,22.5,75.0,33.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,1,28.8,18.8,23.2,73.0,9.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,2,28.5,18.0,23.0,73.0,30.1,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,3,26.3,15.4,20.9,67.0,47.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,4,31.0,21.0,25.7,71.0,75.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,5,32.0,21.3,26.1,71.0,32.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,6,31.9,23.1,26.6,81.0,503.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,7,31.9,22.9,26.5,81.0,329.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,8,32.8,23.2,27.1,80.0,121.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,9,31.9,23.2,26.6,81.0,125.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,10,31.8,22.4,26.2,78.0,51.1,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,11,30.3,21.1,25.0,79.0,75.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2013,12,29.4,20.4,24.1,80.0,33.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,1,27.2,16.9,21.6,78.0,32.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,2,29.7,18.8,23.6,77.0,38.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,3,29.3,18.1,23.4,75.0,71.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,4,30.6,19.7,24.9,73.0,92.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,5,31.9,22.0,26.2,72.0,79.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,6,32.3,22.4,26.5,79.0,232.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,7,33.4,23.1,27.3,78.0,107.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,8,33.8,23.6,27.8,76.0,119.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,9,32.7,22.8,26.8,79.0,233.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,10,31.5,21.5,25.6,78.0,170.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,11,28.2,17.5,22.7,77.0,44.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2014,12,27.6,16.0,21.6,78.0,34.1,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,1,28.2,16.7,21.9,79.0,15.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,2,26.8,15.2,20.8,75.0,27.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,3,31.0,19.2,24.7,70.0,0.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,4,32.2,21.7,26.8,71.0,95.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,5,32.1,21.2,26.0,74.0,157.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,6,32.6,22.6,27.0,78.0,137.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,7,34.0,23.3,27.4,78.0,199.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,8,33.7,23.8,27.5,79.0,362.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,9,33.1,23.7,27.1,83.0,204.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,10,31.7,22.5,26.4,79.0,72.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,11,30.9,21.8,25.5,80.0,51.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2015,12,29.4,21.4,24.7,84.0,65.1,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,1,26.2,18.0,21.6,81.0,203.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,2,26.5,16.2,21.0,75.0,45.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,3,29.7,19.4,24.0,75.0,42.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,4,30.5,19.6,24.8,72.0,98.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,5,31.9,21.5,26.4,73.0,104.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,6,32.1,23.2,27.1,81.0,317.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,7,33.4,23.3,27.6,78.0,156.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,8,32.6,23.7,27.4,82.0,539.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,9,32.6,23.6,27.0,83.0,237.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,10,30.9,21.4,25.7,80.0,133.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,11,,,,,,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2016,12,,,,,,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,1,27.5,16.7,22.0,78.0,38.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,2,29.1,17.1,22.9,78.0,38.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,3,29.0,17.1,22.9,69.0,0.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,4,30.7,20.1,25.0,73.0,51.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,5,31.2,21.5,26.4,75.0,210.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,6,32.0,23.4,27.3,79.0,204.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,7,33.5,22.8,27.1,81.0,235.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,8,33.1,23.6,27.6,80.0,269.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,9,32.0,23.1,26.8,83.0,210.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,10,30.3,21.6,25.3,83.0,230.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,11,28.9,19.0,23.5,80.0,53.1,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2017,12,27.9,16.7,21.9,79.0,10.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,1,25.3,16.6,20.6,78.0,28.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,2,29.4,19.0,23.6,77.0,12.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,3,28.1,16.0,21.9,72.0,103.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,4,30.8,19.9,24.8,73.0,24.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,5,29.4,21.9,25.0,83.0,250.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,6,31.9,22.3,26.3,80.0,201.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,7,32.9,23.0,27.2,78.0,106.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,8,32.9,23.0,26.9,78.0,198.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,9,32.0,23.1,26.7,83.0,244.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,10,31.0,22.0,25.8,81.0,174.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,11,29.6,20.0,24.3,81.0,122.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2018,12,27.9,18.1,22.5,81.0,34.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,1,26.9,16.4,21.3,80.0,75.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,2,29.3,18.3,23.5,79.0,26.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,3,29.5,18.2,23.6,71.0,14.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,4,30.9,20.3,25.1,75.0,58.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,5,31.8,22.3,26.6,76.0,168.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,6,33.0,23.8,28.0,76.0,168.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,7,33.1,23.3,27.4,79.0,128.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,8,33.2,23.1,27.2,80.0,198.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,9,32.7,22.9,27.1,80.0,159.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,10,31.9,23.0,26.8,83.0,173.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,11,30.1,19.0,24.1,78.0,44.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2019,12,28.6,17.9,22.9,81.0,24.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,1,28.4,17.2,22.6,74.0,3.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,2,28.9,18.6,23.4,76.0,14.1,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,3,30.0,18.1,24.1,68.0,17.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,4,32.9,22.0,27.5,72.0,35.1,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,5,31.6,21.6,26.4,78.0,399.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,6,32.5,23.4,27.3,81.0,284.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,7,32.8,23.2,27.4,81.0,243.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,8,33.5,23.5,27.9,79.0,98.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,9,32.5,23.6,27.3,81.0,158.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,10,31.7,23.0,26.7,84.0,266.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,11,29.4,21.2,24.9,81.0,84.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2020,12,27.0,16.9,21.8,76.0,13.1,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,1,27.4,16.3,21.4,78.0,5.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,2,29.0,18.7,23.5,78.0,46.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,3,29.4,18.4,23.8,72.0,3.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,4,31.0,20.7,25.6,70.0,4.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,5,32.5,22.8,27.2,71.0,204.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,6,31.7,23.4,26.9,80.0,85.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,7,32.9,23.8,27.8,77.0,124.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,8,32.5,23.8,27.5,80.0,243.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,9,32.1,23.0,26.7,82.0,152.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,10,31.2,22.4,26.0,82.0,155.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,11,28.2,18.7,23.3,78.0,21.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2021,12,29.0,18.4,23.3,77.0,23.9,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,1,27.1,16.4,21.5,78.0,29.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,2,29.3,18.7,23.6,74.0,14.6,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,3,30.7,19.2,24.7,70.0,0.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,4,31.0,20.5,25.4,72.0,78.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,5,31.2,21.8,26.2,77.0,198.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,6,31.2,22.8,26.5,82.0,283.3,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,7,33.3,23.5,27.7,77.0,54.0,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,8,33.4,22.8,27.4,78.0,267.4,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,9,32.5,23.1,27.0,80.0,227.7,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,10,31.5,20.3,25.3,77.0,45.5,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,11,31.2,21.3,25.5,79.0,109.8,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78320,2022,12,28.4,18.5,23.0,79.0,27.2,Güira de Melena.Artemisa,22.79683,-82.51408,Occidente
78321,1990,1,28.2,20.1,23.2,84.0,0.6,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,2,28.5,19.9,23.3,78.0,31.9,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,3,28.8,20.7,23.8,73.0,35.7,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,4,29.7,21.0,24.6,75.0,140.4,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,5,31.7,22.8,26.4,78.0,165.9,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,6,31.5,23.8,27.0,79.0,165.6,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,7,31.7,23.7,27.3,79.0,198.7,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,8,32.7,23.7,27.6,79.0,115.5,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,9,31.9,23.0,26.8,82.0,197.3,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,10,30.7,23.0,26.6,75.0,25.8,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,11,28.2,21.5,24.2,76.0,69.8,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1990,12,27.0,20.4,23.2,79.0,126.5,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,1,28.2,20.5,23.6,82.0,46.1,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,2,27.5,16.9,22.3,72.0,30.9,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,3,29.7,19.2,24.4,73.0,14.3,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,4,31.2,22.2,26.0,74.0,84.3,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,5,30.6,23.4,26.5,79.0,432.2,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,6,31.5,23.8,26.8,82.0,294.7,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,7,32.4,24.3,27.7,78.0,69.8,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,8,32.1,23.9,27.2,80.0,193.2,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,9,31.7,23.7,26.9,80.0,72.6,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,10,30.1,23.3,25.8,83.0,201.7,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,11,27.1,20.8,23.6,82.0,136.2,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1991,12,27.2,20.2,23.0,78.0,32.1,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,1,26.8,18.0,21.8,80.0,19.2,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,2,27.7,18.1,22.6,75.0,14.8,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,3,28.9,19.5,23.7,72.0,23.8,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,4,29.2,21.4,24.9,72.0,134.9,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,5,29.8,21.8,25.2,71.0,96.5,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,6,31.0,24.2,26.9,83.0,261.2,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,7,32.1,24.0,27.5,77.0,95.2,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,8,32.4,23.7,27.5,78.0,72.6,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,9,31.4,23.0,26.6,82.0,221.1,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,10,30.5,22.8,26.0,79.0,97.2,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,11,29.6,21.7,25.0,81.0,26.1,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1992,12,27.3,18.6,22.5,74.0,0.0,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,1,27.9,20.2,23.5,77.0,138.9,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,2,26.9,17.9,22.1,73.0,19.3,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,3,28.1,18.7,22.9,73.0,109.4,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,4,29.3,21.0,24.7,69.0,38.9,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,5,29.6,22.6,25.7,77.0,280.0,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,6,31.2,24.1,27.1,81.0,281.4,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,7,32.7,24.3,28.1,75.0,72.0,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,8,33.0,24.2,27.9,75.0,112.7,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,9,31.5,23.6,27.0,81.0,237.3,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,10,30.8,22.9,25.9,84.0,270.2,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,11,29.3,22.4,25.2,79.0,81.4,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1993,12,27.5,19.1,22.8,77.0,5.5,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,1,27.1,19.2,22.4,78.0,60.5,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,2,29.1,19.8,23.7,79.0,34.6,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,3,29.7,19.1,23.7,72.0,7.7,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,4,31.2,21.6,25.6,73.0,54.4,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,5,31.8,22.9,26.6,75.0,125.6,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,6,33.0,24.2,27.8,76.0,248.4,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,7,31.8,23.9,27.4,77.0,116.7,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,8,,23.8,27.3,79.0,122.4,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,9,30.7,23.7,26.4,84.0,503.4,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,10,30.7,22.5,25.8,79.0,34.2,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,11,29.9,22.2,25.5,77.0,7.3,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1994,12,28.0,19.5,23.3,76.0,48.9,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,1,27.0,17.6,21.7,75.0,66.1,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,2,27.5,17.0,21.7,71.0,6.7,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,3,29.1,19.4,23.6,71.0,46.8,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,4,31.2,21.7,25.8,75.0,55.8,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,5,32.3,23.8,27.4,78.0,73.4,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,6,30.9,24.5,27.2,83.0,445.7,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,7,32.1,24.5,27.7,80.0,187.0,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,8,31.6,24.2,27.4,83.0,255.8,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,9,31.3,24.1,26.8,85.0,533.0,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,10,30.3,24.1,26.5,86.0,244.2,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,11,28.6,21.2,24.2,79.0,40.5,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1995,12,26.4,19.6,22.4,83.0,106.6,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
78321,1996,1,25.9,18.3,21.5,78.0,60.7,Santa Fe.Isla de la Juventud,21.74313,-82.75601,Isla de la Juventud
