Estación,Año,Mes,Temperatura max med,Temperatura min med,Temperatura  med,Humedad Relat,Precipitaciones,Nombres Estaciones,Latitud,Longitud,Región
78349,2022,9,32.5,22.5,26.3,88.0,288.6,Sancti Spirítus Ciudad,21.93292,-80.01739,Centro
78349,2022,10,31.6,21.5,25.4,86.0,117.3,Sancti Spirítus Ciudad,21.93292,-80.01739,Centro
78349,2022,11,31.2,21.3,25.3,87.0,62.5,Sancti Spirítus Ciudad,21.93292,-80.01739,Centro
78349,2022,12,29.3,17.8,22.7,85.0,2.3,Sancti Spirítus Ciudad,21.93292,-80.01739,Centro
78346,1990,1,30.6,19.8,24.4,74.0,15.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,2,30.1,18.9,24.3,71.0,25.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,3,31.0,19.4,24.7,70.0,7.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,4,31.9,20.0,25.4,72.0,44.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,5,32.9,21.8,27.1,71.0,122.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,6,33.0,22.3,27.5,75.0,165.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,7,33.3,22.8,27.5,75.0,204.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,8,33.8,22.9,27.3,78.0,57.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,9,32.8,22.7,27.0,81.0,187.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,10,31.1,22.4,26.2,84.0,157.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,11,29.1,20.6,25.0,80.0,68.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1990,12,28.1,19.0,23.5,78.0,4.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,1,29.9,19.5,24.2,75.0,1.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,2,29.6,16.4,23.0,73.0,12.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,3,31.0,17.9,25.0,75.0,17.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,4,32.7,20.7,26.2,76.0,55.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,5,32.3,22.1,26.3,84.0,156.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,6,32.3,22.0,26.8,86.0,283.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,7,33.3,22.8,27.7,80.0,73.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,8,32.9,23.0,27.1,79.0,45.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,9,31.7,22.3,26.6,84.0,114.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,10,31.0,21.6,25.9,84.0,52.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,11,29.2,20.5,24.6,81.0,74.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1991,12,28.7,19.0,23.0,78.0,16.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,1,28.6,16.9,22.9,74.0,2.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,2,29.1,17.1,23.7,72.0,28.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,3,30.8,17.5,24.7,71.0,12.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,4,30.7,19.3,25.2,71.0,103.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,5,31.5,19.3,25.2,75.0,243.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,6,32.3,22.2,27.2,79.0,283.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,7,33.7,22.3,27.1,79.0,183.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,8,33.1,20.4,27.0,80.0,157.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,9,32.1,21.3,26.2,82.0,218.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,10,32.1,20.6,26.3,81.0,122.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,11,31.4,20.6,25.3,81.0,27.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1992,12,28.6,17.7,22.8,79.0,2.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,1,29.4,18.7,23.5,77.0,58.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,2,28.7,15.9,22.6,75.0,18.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,3,29.9,17.8,23.5,76.0,165.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,4,31.2,18.8,24.7,76.0,99.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,5,31.7,21.1,25.5,81.0,51.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,6,33.2,23.1,27.4,78.0,114.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,7,34.4,22.4,27.7,77.0,95.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,8,34.9,22.4,27.5,75.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,9,33.6,22.6,26.4,82.0,223.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,10,32.2,22.1,26.6,80.0,128.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,11,30.5,21.6,25.7,78.0,44.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1993,12,28.7,18.9,23.8,80.0,14.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,1,28.9,18.6,23.8,77.0,13.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,2,31.7,19.3,24.7,74.0,47.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,3,31.3,18.3,24.7,71.0,5.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,4,32.2,20.5,26.0,73.0,186.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,5,31.6,22.0,26.4,79.0,336.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,6,33.1,23.2,28.1,72.0,71.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,7,33.4,23.2,27.8,72.0,111.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,8,33.3,23.2,27.3,79.0,189.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,9,32.5,22.9,26.9,79.0,135.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,10,31.5,22.1,26.0,80.0,193.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,11,30.1,21.4,25.3,82.0,58.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1994,12,29.1,18.5,23.3,78.0,4.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,1,28.3,15.8,22.3,75.0,39.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,2,29.2,15.1,22.7,72.0,12.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,3,30.8,17.3,24.8,,22.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,4,33.1,19.6,26.7,67.0,26.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,5,33.6,21.4,,,242.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,6,32.0,22.9,27.6,81.0,227.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,7,32.7,22.6,25.9,76.0,200.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,8,32.0,22.9,,,190.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,9,32.6,22.9,27.3,78.0,192.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,10,31.7,22.6,26.6,78.0,35.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,11,29.7,20.8,25.0,80.0,33.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1995,12,27.6,18.9,23.0,85.0,1.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,1,27.1,17.3,22.6,78.0,29.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,2,28.4,16.6,22.8,75.0,55.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,3,29.8,17.8,23.9,70.0,33.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,4,32.1,19.4,25.7,68.0,52.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,5,31.7,21.8,26.4,73.0,96.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,6,32.2,22.7,27.0,74.0,194.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,7,33.1,23.0,27.4,75.0,152.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,8,33.0,23.2,27.8,73.0,93.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,9,32.6,22.2,,,144.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,10,30.7,22.5,26.2,80.0,53.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,11,28.7,21.0,24.9,82.0,43.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1996,12,27.9,17.1,22.1,78.0,7.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,1,28.0,17.0,22.7,79.0,41.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,2,31.1,18.7,24.8,72.0,5.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,3,31.5,19.0,25.3,74.0,59.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,4,31.4,19.6,25.9,69.0,2.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,5,33.7,21.6,27.4,75.0,128.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,6,31.6,23.0,27.3,82.0,71.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,7,33.8,23.5,27.8,79.0,122.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,8,33.2,23.4,27.6,78.0,110.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,9,32.7,23.3,27.1,82.0,38.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,10,31.3,22.1,25.7,82.0,56.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,11,30.5,22.2,26.3,79.0,87.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1997,12,28.9,19.1,24.2,80.0,11.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,1,32.0,19.0,24.3,78.0,8.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,2,29.0,16.4,23.4,74.0,69.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,3,28.5,18.7,24.3,78.0,71.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,4,31.2,18.8,25.6,72.0,19.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,5,33.2,21.3,27.0,75.0,58.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,6,34.6,23.3,28.4,79.0,190.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,7,33.7,23.8,28.1,78.0,123.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,8,33.2,23.8,27.5,83.0,402.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,9,31.5,23.8,27.2,83.0,158.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,10,31.5,23.1,26.5,81.0,93.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,11,30.2,21.6,25.1,80.0,122.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1998,12,29.2,19.9,24.1,86.0,63.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,1,29.0,19.4,24.0,79.0,4.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,2,28.6,16.8,22.4,77.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,3,30.2,16.8,23.7,76.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,4,33.2,20.2,26.4,71.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,5,32.9,21.4,26.1,76.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,6,32.3,22.5,26.8,81.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,7,33.2,22.8,27.4,79.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,8,33.5,22.5,27.2,82.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,9,32.4,22.6,27.2,82.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,10,30.7,22.1,26.5,83.0,75.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,11,28.1,19.4,24.0,84.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,1999,12,27.6,17.0,22.2,78.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,1,27.6,16.5,22.0,80.0,14.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,2,29.1,15.8,22.9,77.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,3,30.5,16.4,23.7,70.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,4,31.7,19.4,26.1,74.0,,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,5,32.3,20.8,26.5,77.0,147.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,6,33.6,22.7,27.4,80.0,42.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,7,34.0,22.5,27.6,79.0,122.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,8,33.1,22.9,27.6,80.0,157.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,9,32.7,22.9,27.0,84.0,141.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,10,30.7,19.0,25.4,85.0,42.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,11,30.4,18.5,24.3,81.0,9.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2000,12,27.4,20.2,23.7,85.0,103.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,1,26.1,13.8,21.3,80.0,15.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,2,30.2,19.0,,,1.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,3,30.6,17.2,,,123.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,4,32.2,19.0,25.7,76.0,8.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,5,30.7,19.7,25.7,79.0,151.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,6,33.4,21.5,27.0,78.0,124.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,7,32.9,22.1,26.7,82.0,173.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,8,33.5,22.6,27.4,83.0,83.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,9,32.3,21.4,26.6,83.0,219.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,10,31.1,22.8,26.3,86.0,173.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,11,28.2,18.7,23.4,84.0,50.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2001,12,28.6,20.0,24.3,84.0,44.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,1,28.9,18.1,23.6,82.0,3.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,2,29.9,17.9,23.9,76.0,22.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,3,31.7,18.8,25.2,73.0,72.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,4,31.1,19.6,25.7,68.0,19.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,5,32.5,21.4,26.9,75.0,109.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,6,31.8,22.7,26.9,78.0,98.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,7,33.2,22.7,27.2,79.0,86.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,8,33.0,22.3,26.5,82.0,148.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,9,31.4,22.6,26.2,84.0,192.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,10,31.8,22.2,26.4,80.0,22.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,11,30.2,20.8,25.7,80.0,79.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2002,12,29.3,19.4,24.4,79.0,16.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,1,27.0,16.1,22.6,79.0,7.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,2,31.4,19.2,24.7,76.0,108.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,3,31.4,19.6,25.9,74.0,14.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,4,30.7,18.7,25.3,73.0,97.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,5,32.1,21.7,27.0,75.0,98.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,6,32.4,22.1,26.3,81.0,230.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,7,33.0,22.8,27.5,79.0,62.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,8,32.9,22.5,27.5,80.0,52.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,9,32.7,22.1,26.7,81.0,282.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,10,32.0,21.7,26.6,79.0,80.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,11,29.8,20.8,25.0,78.0,8.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2003,12,27.6,17.4,23.2,78.0,11.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,1,28.3,15.8,22.4,77.0,6.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,2,30.3,17.7,24.2,70.0,2.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,3,30.6,18.5,24.7,69.0,4.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,4,32.1,17.8,25.5,68.0,11.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,5,33.7,21.4,26.9,71.0,63.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,6,35.0,22.7,27.8,75.0,177.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,7,34.1,22.7,27.0,79.0,199.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,8,33.5,22.1,27.5,77.0,116.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,9,32.6,22.9,27.0,80.0,27.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,10,31.6,21.3,26.2,77.0,74.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,11,31.0,19.9,24.4,73.0,10.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2004,12,29.3,17.5,23.5,73.0,16.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,1,28.5,16.1,22.1,72.0,4.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,2,29.0,14.5,21.8,69.0,0.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,3,31.4,17.3,25.8,65.0,3.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,4,32.1,19.5,25.9,68.0,40.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,5,33.4,21.9,27.2,70.0,120.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,6,32.5,23.1,27.6,77.0,158.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,7,33.5,23.8,27.9,77.0,66.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,8,33.5,23.3,27.4,80.0,230.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,9,33.2,22.8,27.2,80.0,144.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,10,30.5,22.1,26.1,86.0,272.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,11,29.5,20.2,24.9,80.0,30.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2005,12,29.1,18.2,23.8,76.0,1.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,1,29.0,17.1,22.9,73.0,59.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,2,28.7,16.9,23.0,74.0,24.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,3,30.7,16.7,23.6,68.0,34.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,4,32.1,18.9,24.7,72.0,95.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,5,32.8,20.5,26.1,72.0,120.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,6,31.7,22.5,26.5,81.0,249.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,7,32.5,22.8,27.2,79.0,103.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,8,32.9,22.7,27.0,82.0,101.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,9,32.8,22.3,26.9,81.0,176.7,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,10,31.8,21.7,26.2,84.0,127.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,11,29.0,19.5,24.6,83.0,17.9,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2006,12,29.9,20.8,24.8,82.0,18.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,1,29.6,18.7,23.6,79.0,12.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,2,29.9,17.8,24.0,75.0,52.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,3,30.7,19.5,24.7,77.0,55.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,4,32.1,18.7,25.7,73.0,24.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,5,32.1,21.0,25.9,80.0,292.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,6,31.5,22.2,27.3,80.0,138.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,7,33.1,22.4,27.5,78.0,231.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,8,33.0,22.0,27.0,80.0,212.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,9,32.4,21.6,26.3,83.0,154.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,10,30.8,22.6,26.1,87.0,204.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,11,29.6,18.9,24.2,83.0,34.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2007,12,29.6,18.6,23.8,81.0,14.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,1,29.2,17.0,22.9,76.0,1.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,2,30.8,18.4,24.3,70.0,20.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,3,31.2,18.6,25.1,68.0,19.4,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,4,31.5,18.3,25.0,71.0,58.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,5,32.8,20.9,26.3,76.0,167.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,6,33.3,23.0,26.8,79.0,290.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,7,34.8,22.7,27.9,74.0,24.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,8,33.7,23.0,27.2,80.0,104.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,9,32.7,22.3,27.1,84.0,155.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,10,31.5,21.9,26.2,82.0,59.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,11,28.6,18.8,23.7,84.0,50.2,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2008,12,28.6,18.4,23.1,82.0,20.1,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2009,1,28.5,16.2,22.5,81.0,21.5,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2009,2,28.5,15.5,22.0,78.0,0.3,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2009,3,30.1,16.4,23.1,68.0,7.0,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2009,4,32.0,19.7,25.8,69.0,66.8,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
78346,2009,5,32.4,21.1,25.9,78.0,290.6,Venezuela.Ciego de Ávila,21.74284,-78.78864,Centro
