Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78321,1991,1,28.2,20.5,23.6,82.0,46.1
78321,1991,2,27.5,16.9,22.3,72.0,30.9
78321,1991,3,29.7,19.2,24.4,73.0,14.3
78321,1991,4,31.2,22.2,26.0,74.0,84.3
78321,1991,5,30.6,23.4,26.5,79.0,432.2
78321,1991,6,31.5,23.8,26.8,82.0,294.7
78321,1991,7,32.4,24.3,27.7,78.0,69.8
78321,1991,8,32.1,23.9,27.2,80.0,193.2
78321,1991,9,31.7,23.7,26.9,80.0,72.6
78321,1991,10,30.1,23.3,25.8,83.0,201.7
78321,1991,11,27.1,20.8,23.6,82.0,136.2
78321,1991,12,27.2,20.2,23.0,78.0,32.1
