Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78355,1999,1,28.6,19.2,23.2,78.0,23.3
78355,1999,2,28.0,16.8,21.7,70.0,46.5
78355,1999,3,29.7,18.0,23.0,67.0,27.2
78355,1999,4,32.3,20.3,25.4,69.0,69.9
78355,1999,5,31.6,20.8,25.3,75.0,191.5
78355,1999,6,31.4,22.1,25.8,81.0,308.8
78355,1999,7,32.0,22.7,26.8,78.0,79.6
78355,1999,8,32.8,22.7,26.9,78.0,121.1
78355,1999,9,32.4,23.0,26.9,79.0,97.8
78355,1999,10,30.4,22.3,25.7,82.0,143.2
78355,1999,11,27.6,20.1,23.2,84.0,214.9
78355,1999,12,26.8,17.8,21.6,75.0,6.8
