Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78318,2019,1,27.0,18.2,22.4,74.0,191.8
78318,2019,2,29.6,19.8,24.3,78.0,48.3
78318,2019,3,29.1,19.6,24.1,73.0,34.5
78318,2019,4,31.1,21.2,25.8,73.0,39.5
78318,2019,5,33.1,23.5,27.6,75.0,163.1
78318,2019,6,34.3,24.9,28.8,75.0,72.8
78318,2019,7,33.6,24.2,28.2,77.0,290.0
78318,2019,8,33.7,24.2,28.0,79.0,166.7
78318,2019,9,33.2,24.0,28.0,80.0,152.5
78318,2019,10,33.0,23.7,27.6,81.0,160.6
78318,2019,11,30.7,20.0,25.0,78.0,135.0
78318,2019,12,28.8,18.7,23.7,79.0,81.2
