Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78339,2022,1,27.5,20.4,24.0,70.0,22.8
78339,2022,2,27.8,23.3,25.3,73.0,38.0
78339,2022,3,29.0,23.7,26.1,69.0,23.1
78339,2022,4,29.2,23.5,26.3,70.0,41.6
78339,2022,5,30.0,23.7,27.0,74.0,180.4
78339,2022,6,30.9,24.6,27.9,74.0,117.2
78339,2022,7,31.7,25.9,29.1,70.0,126.1
78339,2022,8,32.3,26.4,29.3,63.0,29.3
78339,2022,9,32.7,25.7,29.0,63.0,141.8
78339,2022,10,30.8,24.4,27.6,64.0,120.3
78339,2022,11,30.1,25.3,27.5,66.0,71.2
78339,2022,12,28.5,22.8,25.4,62.0,16.6
