Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78330,2022,1,28.1,15.2,21.2,78.0,15.5
78330,2022,2,29.8,17.5,23.2,77.0,32.6
78330,2022,3,31.0,17.9,24.0,74.0,91.4
78330,2022,4,31.9,19.1,25.0,72.0,90.8
78330,2022,5,31.7,21.1,25.4,81.0,327.4
78330,2022,6,31.7,21.8,25.9,84.0,691.3
78330,2022,7,33.4,22.2,27.1,81.0,123.1
78330,2022,8,33.4,22.4,27.0,83.0,242.7
78330,2022,9,32.4,21.6,26.5,88.0,205.7
78330,2022,10,30.9,18.9,24.7,88.0,145.6
78330,2022,11,30.8,19.4,25.1,85.0,23.1
78330,2022,12,28.6,15.8,22.4,83.0,8.9
