Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78318,1993,1,28.5,19.8,23.4,78.0,72.9
78318,1993,2,28.2,18.3,22.6,75.0,48.4
78318,1993,3,28.7,19.5,23.3,76.0,77.7
78318,1993,4,29.2,20.4,24.1,77.0,147.2
78318,1993,5,29.6,22.0,25.0,80.0,270.2
78318,1993,6,32.0,23.5,27.0,79.0,58.2
78318,1993,7,33.2,23.3,27.6,76.0,89.1
78318,1993,8,34.4,23.7,28.0,73.0,122.7
78318,1993,9,32.5,23.1,26.8,78.0,143.3
78318,1993,10,32.5,22.8,26.7,78.0,49.1
78318,1993,11,30.0,22.2,25.3,82.0,126.9
78318,1993,12,28.7,20.4,23.8,80.0,47.7
