Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78355,2006,1,27.7,18.1,22.2,76.0,17.1
78355,2006,2,27.0,17.6,21.8,77.0,63.3
78355,2006,3,29.3,17.9,22.9,70.0,6.6
78355,2006,4,30.8,19.8,24.3,72.0,101.2
78355,2006,5,31.8,21.1,25.6,72.0,148.2
78355,2006,6,31.1,22.5,26.0,82.0,209.9
78355,2006,7,31.6,23.1,26.7,80.0,110.2
78355,2006,8,31.5,23.0,26.6,81.0,165.5
78355,2006,9,32.2,23.0,26.7,81.0,208.0
78355,2006,10,30.7,22.7,26.0,82.0,61.5
78355,2006,11,28.2,20.6,23.9,81.0,59.0
78355,2006,12,28.1,21.2,24.0,87.0,89.4
