Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78320,2010,1,25.5,14.7,19.9,73.0,14.7
78320,2010,2,25.3,14.5,19.9,75.0,265.2
78320,2010,3,26.8,14.5,20.6,71.0,10.2
78320,2010,4,30.1,19.0,24.1,72.0,118.8
78320,2010,5,32.0,22.0,26.6,76.0,126.4
78320,2010,6,33.3,23.9,28.2,77.0,140.8
78320,2010,7,32.9,23.4,27.5,80.0,150.3
78320,2010,8,33.2,23.3,27.5,82.0,192.2
78320,2010,9,32.7,23.0,27.0,82.0,200.6
78320,2010,10,30.8,20.4,25.1,78.0,37.5
78320,2010,11,28.7,17.8,22.8,77.0,58.5
78320,2010,12,24.4,12.3,18.2,72.0,7.1
