Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78371,1992,1,25.4,14.1,19.3,80.0,8.8
78371,1992,2,25.7,14.9,19.6,80.0,143.1
78371,1992,3,26.4,15.5,20.3,79.0,31.9
78371,1992,4,26.7,16.6,20.7,81.0,188.8
78371,1992,5,26.4,16.6,20.8,82.0,152.7
78371,1992,6,29.0,19.5,23.2,83.0,232.3
78371,1992,7,29.7,19.0,23.3,78.0,95.8
78371,1992,8,29.2,18.6,23.1,83.0,113.9
78371,1992,9,28.5,18.9,22.5,84.0,209.9
78371,1992,10,27.9,18.1,22.2,85.0,154.5
78371,1992,11,26.9,17.1,21.3,86.0,135.7
78371,1992,12,24.3,16.0,19.7,85.0,48.6
