Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78357,1992,1,29.5,19.1,23.1,76.0,1.4
78357,1992,2,30.1,19.0,23.3,74.0,74.6
78357,1992,3,31.0,19.9,24.1,72.0,67.0
78357,1992,4,30.7,20.5,24.3,73.0,59.9
78357,1992,5,31.4,21.0,24.8,73.0,65.7
78357,1992,6,33.5,23.0,26.6,79.0,172.6
78357,1992,7,34.0,23.4,27.1,76.0,38.9
78357,1992,8,33.8,23.3,26.9,78.0,143.3
78357,1992,9,32.6,22.8,26.1,81.0,260.2
78357,1992,10,31.8,22.6,25.9,81.0,216.7
78357,1992,11,30.9,21.8,25.1,80.0,3.4
78357,1992,12,28.3,19.8,22.9,78.0,51.9
