Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78372,2000,1,27.1,18.2,21.8,75.0,14.9
78372,2000,2,27.8,18.7,22.4,76.0,34.8
78372,2000,3,29.6,18.5,23.1,67.0,5.2
78372,2000,4,31.6,20.8,25.2,70.0,44.5
78372,2000,5,31.8,21.8,25.7,72.0,47.0
78372,2000,6,33.3,23.2,27.2,72.0,28.6
78372,2000,7,34.1,23.1,27.4,73.0,97.8
78372,2000,8,33.9,23.6,27.6,75.0,75.9
78372,2000,9,32.7,23.4,26.9,79.0,199.2
78372,2000,10,30.4,21.6,25.2,80.0,110.5
78372,2000,11,29.3,20.1,24.1,80.0,22.6
78372,2000,12,27.7,20.6,23.6,84.0,215.2
